,x,y,pen,strokeID,sketchID,photoID
73,144.00001,256.39997,2,12,0,n02691156_10151
74,155.47917,270.39997,2,12,0,n02691156_10151
75,152.8,241.78534,1,13,0,n02691156_10151
76,172.83334,268.06667,2,13,0,n02691156_10151
77,186.94285,265.54283,2,13,0,n02691156_10151
78,163.83333,235.06665,2,13,0,n02691156_10151
79,153.16668,235.06664,2,13,0,n02691156_10151
80,221.0,226.416,1,14,0,n02691156_10151
81,221.0,231.10001,2,14,0,n02691156_10151
82,223.3,223.89999,1,15,0,n02691156_10151
83,221.0,225.89999,2,15,0,n02691156_10151
84,225.52083,222.92083,2,15,0,n02691156_10151
85,227.0,229.60001,2,15,0,n02691156_10151
86,221.8,231.9,2,15,0,n02691156_10151
87,241.0,220.38533,1,16,0,n02691156_10151
88,241.0,224.01467,2,16,0,n02691156_10151
89,245.21066,215.87466,1,17,0,n02691156_10151
90,255.73534,214.02166,2,17,0,n02691156_10151
91,255.5,223.39999,2,17,0,n02691156_10151
92,241.0,222.42083,2,17,0,n02691156_10151
93,269.08533,209.416,1,18,0,n02691156_10151
94,270.0,216.24283,2,18,0,n02691156_10151
95,272.29999,204.54733,1,19,0,n02691156_10151
96,276.97916,203.42083,2,19,0,n02691156_10151
97,276.99866,214.09866,2,19,0,n02691156_10151
98,270.61066,216.88932,2,19,0,n02691156_10151
99,294.0,199.416,1,20,0,n02691156_10151
100,295.91467,206.61467,2,20,0,n02691156_10151
101,299.20132,194.70134,1,21,0,n02691156_10151
102,296.0,196.89999,2,21,0,n02691156_10151
103,301.43066,193.81599,2,21,0,n02691156_10151
104,300.0,205.89999,2,21,0,n02691156_10151
105,318.0,188.3045,1,22,0,n02691156_10151
106,318.0,191.14283,2,22,0,n02691156_10151
107,321.0,183.06666,1,23,0,n02691156_10151
108,327.0,181.20449,2,23,0,n02691156_10151
109,327.0,189.19999,2,23,0,n02691156_10151
110,317.77865,192.77833,2,23,0,n02691156_10151
111,340.35266,177.20449,1,24,0,n02691156_10151
112,340.83334,178.06666,2,24,0,n02691156_10151
113,344.39999,171.464,1,25,0,n02691156_10151
114,348.0,170.31067,2,25,0,n02691156_10151
115,347.97916,178.35833,2,25,0,n02691156_10151
116,341.90017,180.89983,2,25,0,n02691156_10151
117,362.0,162.50132,1,26,0,n02691156_10151
118,362.0,167.89999,2,26,0,n02691156_10151
119,364.38934,158.88932,1,27,0,n02691156_10151
120,366.94284,169.54282,2,27,0,n02691156_10151
121,363.5,169.89998,2,27,0,n02691156_10151
122,381.0,155.5955,1,28,0,n02691156_10151
123,381.0,156.48567,2,28,0,n02691156_10151
124,385.16666,147.06666,1,29,0,n02691156_10151
125,382.0,147.89999,2,29,0,n02691156_10151
126,387.71466,146.81466,2,29,0,n02691156_10151
127,387.47916,155.87916,2,29,0,n02691156_10151
128,383.00001,155.06666,2,29,0,n02691156_10151
129,402.5,140.39999,1,30,0,n02691156_10151
130,403.0,143.13383,2,30,0,n02691156_10151
131,406.34732,135.25267,1,31,0,n02691156_10151
132,411.29016,133.30983,2,31,0,n02691156_10151
133,412.0,140.69867,2,31,0,n02691156_10151
134,405.80399,141.89999,2,31,0,n02691156_10151
135,425.0,130.5955,1,32,0,n02691156_10151
136,425.0,137.428,2,32,0,n02691156_10151
137,427.63599,125.864,1,33,0,n02691156_10151
138,436.99999,123.9,2,33,0,n02691156_10151
139,435.29549,130.95267,2,33,0,n02691156_10151
140,423.48531,136.61468,2,33,0,n02691156_10151
141,287.99866,236.70134,1,34,0,n02691156_10151
142,269.16667,250.9,2,34,0,n02691156_10151
143,243.2955,243.8955,1,35,0,n02691156_10151
144,244.61067,242.87466,2,35,0,n02691156_10151
145,281.45834,232.89999,1,36,0,n02691156_10151
146,243.19999,242.89999,2,36,0,n02691156_10151
147,239.65266,244.54733,1,37,0,n02691156_10151
148,232.67866,246.12133,2,37,0,n02691156_10151
149,232.5,245.89999,1,38,0,n02691156_10151
150,224.69999,246.89999,2,38,0,n02691156_10151
151,296.87149,233.65716,1,39,0,n02691156_10151
152,305.69101,237.54733,2,39,0,n02691156_10151
153,286.39999,232.32533,1,40,0,n02691156_10151
154,308.65267,235.84282,2,40,0,n02691156_10151
155,259.60001,249.89999,1,41,0,n02691156_10151
156,284.70003,259.89999,2,41,0,n02691156_10151
157,151.716,237.1,1,42,0,n02691156_10151
158,150.0,239.89999,2,42,0,n02691156_10151
159,138.97917,253.39999,1,43,0,n02691156_10151
160,139.94732,268.25265,2,43,0,n02691156_10151
161,149.28399,271.81601,2,43,0,n02691156_10151
162,138.0,265.5,1,44,0,n02691156_10151
163,138.0,261.89999,2,44,0,n02691156_10151
164,142.7045,270.89551,2,44,0,n02691156_10151
165,154.34816,274.84284,2,44,0,n02691156_10151
166,144.02084,264.42085,2,44,0,n02691156_10151
167,140.02084,265.40001,2,44,0,n02691156_10151
168,334.13436,151.88889,1,0,1,n02691156_10151
169,251.81654,143.92488,2,0,1,n02691156_10151
170,108.22853,145.09024,2,0,1,n02691156_10151
171,85.59788,158.57556,2,0,1,n02691156_10151
172,58.71254,194.74622,2,0,1,n02691156_10151
173,49.27655,227.43156,2,0,1,n02691156_10151
174,50.68187,254.28888,2,0,1,n02691156_10151
175,68.44787,273.19339,2,0,1,n02691156_10151
176,142.82988,301.55557,2,0,1,n02691156_10151
177,182.42971,306.7674,2,0,1,n02691156_10151
178,264.8299,307.99689,2,0,1,n02691156_10151
179,359.26187,324.80355,2,0,1,n02691156_10151
180,403.82991,324.88888,2,0,1,n02691156_10151
181,339.37152,149.88889,1,1,1,n02691156_10151
182,390.65385,149.88889,2,1,1,n02691156_10151
183,431.35067,152.40972,1,2,1,n02691156_10151
184,553.28786,190.31054,2,2,1,n02691156_10151
185,607.02986,213.08888,2,2,1,n02691156_10151
186,613.66321,229.72221,2,2,1,n02691156_10151
187,616.82984,298.48619,2,2,1,n02691156_10151
188,406.80053,323.80488,1,3,1,n02691156_10151
189,581.71918,320.80359,2,3,1,n02691156_10151
190,605.82983,310.13175,2,3,1,n02691156_10151
191,231.82985,313.38889,1,4,1,n02691156_10151
192,224.6292,341.70388,2,4,1,n02691156_10151
193,207.8507,365.40971,2,4,1,n02691156_10151
194,213.12718,385.42754,2,4,1,n02691156_10151
195,218.40134,394.33254,2,4,1,n02691156_10151
196,232.14852,402.60622,2,4,1,n02691156_10151
197,274.36185,404.63155,2,4,1,n02691156_10151
198,274.40571,389.22637,2,4,1,n02691156_10151
199,251.58619,367.35055,2,4,1,n02691156_10151
200,231.6632,359.88888,2,4,1,n02691156_10151
201,206.32986,361.88887,2,4,1,n02691156_10151
202,142.07269,305.29789,1,5,1,n02691156_10151
203,113.60852,346.64607,2,5,1,n02691156_10151
204,88.82986,355.55556,2,5,1,n02691156_10151
205,77.88319,372.17156,2,5,1,n02691156_10151
206,80.91919,389.82756,2,5,1,n02691156_10151
207,95.33886,405.42723,2,5,1,n02691156_10151
208,119.17352,406.79939,2,5,1,n02691156_10151
209,133.6632,398.22224,2,5,1,n02691156_10151
210,132.97253,368.25558,2,5,1,n02691156_10151
211,109.88721,347.85959,2,5,1,n02691156_10151
212,160.47803,307.64606,1,6,1,n02691156_10151
213,127.72986,357.7674,2,6,1,n02691156_10151
214,255.32985,319.38889,1,7,1,n02691156_10151
215,243.54585,360.80488,2,7,1,n02691156_10151
216,92.63119,212.97289,1,8,1,n02691156_10151
217,130.95485,228.34721,2,8,1,n02691156_10151
218,234.2112,245.11953,2,8,1,n02691156_10151
219,277.68722,246.60353,2,8,1,n02691156_10151
220,283.74456,222.49019,2,8,1,n02691156_10151
221,282.54322,172.97419,2,8,1,n02691156_10151
222,195.82989,161.40969,2,8,1,n02691156_10151
223,133.30854,160.33185,2,8,1,n02691156_10151
224,91.20136,181.98435,2,8,1,n02691156_10151
225,87.82986,211.57535,2,8,1,n02691156_10151
226,339.22985,320.88889,1,9,1,n02691156_10151
227,305.19234,324.58891,2,9,1,n02691156_10151
228,292.08618,337.44691,2,9,1,n02691156_10151
229,287.97383,366.01159,2,9,1,n02691156_10151
230,298.68584,396.05557,2,9,1,n02691156_10151
231,319.09502,423.90991,2,9,1,n02691156_10151
232,332.21651,434.19159,2,9,1,n02691156_10151
233,358.08717,444.48176,2,9,1,n02691156_10151
234,406.66518,450.88877,2,9,1,n02691156_10151
235,454.73585,447.07541,2,9,1,n02691156_10151
236,480.04349,435.51007,2,9,1,n02691156_10151
237,491.88666,423.41073,2,9,1,n02691156_10151
238,496.77264,399.35576,2,9,1,n02691156_10151
239,488.18249,321.19792,2,9,1,n02691156_10151
240,406.12536,358.59873,1,10,1,n02691156_10151
241,384.02186,344.36756,2,10,1,n02691156_10151
242,370.53919,345.91821,2,10,1,n02691156_10151
243,352.95487,360.55553,2,10,1,n02691156_10151
244,343.98185,379.46221,2,10,1,n02691156_10151
245,345.95487,399.32638,2,10,1,n02691156_10151
246,359.37153,417.30554,2,10,1,n02691156_10151
247,370.82587,424.19556,2,10,1,n02691156_10151
248,392.10069,425.18055,2,10,1,n02691156_10151
249,400.67921,417.31156,2,10,1,n02691156_10151
250,401.25921,390.23558,2,10,1,n02691156_10151
251,385.32989,352.90979,2,10,1,n02691156_10151
252,332.00051,389.65826,2,10,1,n02691156_10151
253,318.17519,404.59961,2,10,1,n02691156_10151
254,316.11519,412.71829,2,10,1,n02691156_10151
255,342.66315,398.43062,2,10,1,n02691156_10151
256,363.27798,371.79349,2,10,1,n02691156_10151
257,164.21137,168.38641,1,0,2,n02691156_10151
258,123.51136,187.28958,2,0,2,n02691156_10151
259,118.51586,191.79541,2,0,2,n02691156_10151
260,117.5127,207.29091,2,0,2,n02691156_10151
261,124.0322,217.07008,2,0,2,n02691156_10151
262,146.81135,231.03375,2,0,2,n02691156_10151
263,176.12202,240.08026,2,0,2,n02691156_10151
264,226.198,242.17626,2,0,2,n02691156_10151
265,372.05864,263.03382,2,0,2,n02691156_10151
266,493.73267,267.09083,2,0,2,n02691156_10151
267,541.5953,194.37501,2,0,2,n02691156_10151
268,538.01131,190.09101,2,0,2,n02691156_10151
269,515.21584,187.09102,2,0,2,n02691156_10151
270,488.47534,213.65504,2,0,2,n02691156_10151
271,469.11134,223.09105,2,0,2,n02691156_10151
272,394.91002,210.09105,2,0,2,n02691156_10151
273,291.75419,179.44371,2,0,2,n02691156_10151
274,229.39664,166.17638,2,0,2,n02691156_10151
275,166.31265,162.09236,2,0,2,n02691156_10151
276,152.28998,171.96969,2,0,2,n02691156_10151
277,142.11138,176.09091,1,1,2,n02691156_10151
278,187.21137,177.14807,2,1,2,n02691156_10151
279,252.02604,188.8069,2,1,2,n02691156_10151
280,184.51137,169.09091,1,2,2,n02691156_10151
281,184.5007,173.51625,2,2,2,n02691156_10151
282,228.51137,173.48958,1,3,2,n02691156_10151
283,228.51137,178.79091,2,3,2,n02691156_10151
284,280.11136,192.09091,1,4,2,n02691156_10151
285,412.20688,198.09093,2,4,2,n02691156_10151
286,566.51153,198.53376,2,4,2,n02691156_10151
287,576.51134,215.09094,2,4,2,n02691156_10151
288,485.84467,215.09094,2,4,2,n02691156_10151
289,372.57264,222.09095,2,4,2,n02691156_10151
290,346.02732,221.80695,2,4,2,n02691156_10151
291,301.51131,209.59095,2,4,2,n02691156_10151
292,272.31133,196.80695,2,4,2,n02691156_10151
293,269.59533,194.37494,2,4,2,n02691156_10151
294,278.91135,192.09094,2,4,2,n02691156_10151
295,544.8587,204.09091,1,5,2,n02691156_10151
296,486.67803,208.09092,2,5,2,n02691156_10151
297,338.81136,206.09092,2,5,2,n02691156_10151
298,493.07538,198.09091,1,6,2,n02691156_10151
299,547.31135,198.09091,2,6,2,n02691156_10151
300,418.91586,220.09091,1,7,2,n02691156_10151
301,533.34205,218.0909,2,7,2,n02691156_10151
302,182.47537,221.66557,1,8,2,n02691156_10151
303,144.52202,265.70155,2,8,2,n02691156_10151
304,139.51136,276.6909,2,8,2,n02691156_10151
305,139.51586,287.39088,2,8,2,n02691156_10151
306,145.81137,294.0909,2,8,2,n02691156_10151
307,163.22737,292.00689,2,8,2,n02691156_10151
308,164.50686,271.7954,2,8,2,n02691156_10151
309,155.11136,261.09091,2,8,2,n02691156_10151
310,162.15421,259.38641,1,9,2,n02691156_10151
311,185.01138,225.09091,2,9,2,n02691156_10151
312,145.51137,275.09091,1,10,2,n02691156_10151
313,145.51587,280.38642,2,10,2,n02691156_10151
314,153.08604,281.05491,2,10,2,n02691156_10151
315,153.51138,273.29093,2,10,2,n02691156_10151
316,167.65004,223.4909,1,11,2,n02691156_10151
317,153.75437,241.53389,2,11,2,n02691156_10151
318,151.71004,251.0909,2,11,2,n02691156_10151
319,130.3447,262.92424,2,11,2,n02691156_10151
320,128.5967,280.80555,2,11,2,n02691156_10151
321,139.71005,287.09089,2,11,2,n02691156_10151
322,165.21137,235.09091,1,12,2,n02691156_10151
323,170.91137,238.09091,2,12,2,n02691156_10151
324,173.5967,232.37625,1,13,2,n02691156_10151
325,169.47537,243.69091,2,13,2,n02691156_10151
326,162.94737,247.1269,2,13,2,n02691156_10151
327,173.51137,227.69092,1,14,2,n02691156_10151
328,162.63287,247.31242,2,14,2,n02691156_10151
329,340.59671,253.60692,1,15,2,n02691156_10151
330,344.22604,266.00559,2,15,2,n02691156_10151
331,334.48602,268.70158,2,15,2,n02691156_10151
332,333.15869,291.79541,2,15,2,n02691156_10151
333,341.31137,296.08957,2,15,2,n02691156_10151
334,352.51137,293.20557,2,15,2,n02691156_10151
335,354.86406,273.3909,2,15,2,n02691156_10151
336,344.91139,265.09091,2,15,2,n02691156_10151
337,338.51135,275.69092,1,16,2,n02691156_10151
338,338.71136,288.0069,2,16,2,n02691156_10151
339,345.9367,288.11624,2,16,2,n02691156_10151
340,344.51134,271.09091,2,16,2,n02691156_10151
341,333.94735,257.50159,1,17,2,n02691156_10151
342,334.90069,262.08024,2,17,2,n02691156_10151
343,324.86853,268.79094,2,17,2,n02691156_10151
344,323.51135,276.43825,2,17,2,n02691156_10151
345,323.51135,289.79095,2,17,2,n02691156_10151
346,330.91137,292.09094,2,17,2,n02691156_10151
347,273.90069,249.52691,1,18,2,n02691156_10151
348,306.51135,278.09092,2,18,2,n02691156_10151
349,320.91137,276.09092,2,18,2,n02691156_10151
350,321.71002,261.29223,1,19,2,n02691156_10151
351,323.51136,269.68023,2,19,2,n02691156_10151
352,516.51587,233.78641,1,20,2,n02691156_10151
353,507.22736,253.00691,2,20,2,n02691156_10151
354,503.81137,227.39091,1,21,2,n02691156_10151
355,528.9007,238.06558,2,21,2,n02691156_10151
356,531.07539,258.0549,2,21,2,n02691156_10151
357,498.8632,249.08641,2,21,2,n02691156_10151
358,484.79669,227.80692,2,21,2,n02691156_10151
359,489.03219,222.11174,2,21,2,n02691156_10151
360,503.56855,226.73825,2,21,2,n02691156_10151
361,460.30933,205.99733,1,0,3,n02691156_10151
362,412.03751,190.70001,2,0,3,n02691156_10151
363,312.0575,178.55719,2,0,3,n02691156_10151
364,281.7427,168.06137,2,0,3,n02691156_10151
365,225.88268,167.00002,2,0,3,n02691156_10151
366,216.51334,167.0,1,1,3,n02691156_10151
367,131.16669,167.16667,2,1,3,n02691156_10151
368,113.83335,174.33333,2,1,3,n02691156_10151
369,84.02084,200.52084,2,1,3,n02691156_10151
370,70.66668,232.00002,2,1,3,n02691156_10151
371,53.00002,253.83335,2,1,3,n02691156_10151
372,53.44285,267.07869,2,1,3,n02691156_10151
373,67.10453,283.04736,2,1,3,n02691156_10151
374,90.83604,294.60003,2,1,3,n02691156_10151
375,138.16671,303.83336,2,1,3,n02691156_10151
376,225.04171,312.97916,2,1,3,n02691156_10151
377,377.22944,317.00001,2,1,3,n02691156_10151
378,334.95834,248.08333,1,2,3,n02691156_10151
379,316.80666,276.32268,2,2,3,n02691156_10151
380,313.86131,319.46135,2,2,3,n02691156_10151
381,319.96397,336.04936,2,2,3,n02691156_10151
382,314.52081,299.4375,2,2,3,n02691156_10151
383,315.04163,266.12502,2,2,3,n02691156_10151
384,322.59865,248.97204,2,2,3,n02691156_10151
385,332.59999,239.00004,2,2,3,n02691156_10151
386,342.97913,246.00004,2,2,3,n02691156_10151
387,348.11463,258.29073,2,2,3,n02691156_10151
388,349.83332,307.66673,2,2,3,n02691156_10151
389,336.20001,338.67141,2,2,3,n02691156_10151
390,324.00135,348.51607,2,2,3,n02691156_10151
391,331.50001,342.00008,2,2,3,n02691156_10151
392,416.11864,344.74406,2,2,3,n02691156_10151
393,448.29549,330.99558,2,2,3,n02691156_10151
394,465.8785,315.8999,2,2,3,n02691156_10151
395,465.63833,302.74288,2,2,3,n02691156_10151
396,459.21466,288.4827,2,2,3,n02691156_10151
397,445.62668,276.40003,2,2,3,n02691156_10151
398,355.50398,244.58938,2,2,3,n02691156_10151
399,476.81351,206.0,1,3,3,n02691156_10151
400,514.14283,204.63834,2,3,3,n02691156_10151
401,531.18934,197.36399,2,3,3,n02691156_10151
402,560.20001,162.84666,2,3,3,n02691156_10151
403,577.88531,151.28399,2,3,3,n02691156_10151
404,598.42535,149.97465,2,3,3,n02691156_10151
405,605.38933,157.39998,2,3,3,n02691156_10151
406,606.99999,169.49998,2,3,3,n02691156_10151
407,473.33316,317.0,1,4,3,n02691156_10151
408,583.69547,317.0,2,4,3,n02691156_10151
409,370.07449,249.0045,1,5,3,n02691156_10151
410,515.81948,272.64735,2,5,3,n02691156_10151
411,382.17084,336.0,1,6,3,n02691156_10151
412,574.64937,366.236,2,6,3,n02691156_10151
413,606.83333,375.66666,2,6,3,n02691156_10151
414,571.00453,374.29551,2,6,3,n02691156_10151
415,512.47534,273.0,1,7,3,n02691156_10151
416,537.17749,274.06699,2,7,3,n02691156_10151
417,579.49201,284.0,2,7,3,n02691156_10151
418,95.04134,226.0,1,8,3,n02691156_10151
419,148.83332,225.66667,2,8,3,n02691156_10151
420,143.712,181.08533,2,8,3,n02691156_10151
421,333.0,178.0,1,0,4,n02691156_10151
422,302.59733,162.70001,2,0,4,n02691156_10151
423,266.69602,152.70001,2,0,4,n02691156_10151
424,182.14734,140.55716,2,0,4,n02691156_10151
425,139.81067,142.9,2,0,4,n02691156_10151
426,119.00267,154.38402,2,0,4,n02691156_10151
427,103.80001,169.46936,2,0,4,n02691156_10151
428,102.072,182.34669,2,0,4,n02691156_10151
429,109.16666,199.50002,2,0,4,n02691156_10151
430,134.91467,233.3267,2,0,4,n02691156_10151
431,153.53866,247.70002,2,0,4,n02691156_10151
432,213.49099,278.09103,2,0,4,n02691156_10151
433,289.49866,299.78136,2,0,4,n02691156_10151
434,367.69601,208.40401,1,1,4,n02691156_10151
435,351.01883,225.30001,2,1,4,n02691156_10151
436,344.70984,242.59466,2,1,4,n02691156_10151
437,348.82535,276.67867,2,1,4,n02691156_10151
438,358.62534,285.48931,2,1,4,n02691156_10151
439,382.51735,285.49733,2,1,4,n02691156_10151
440,396.98568,279.15716,2,1,4,n02691156_10151
441,401.11736,272.69732,2,1,4,n02691156_10151
442,406.87853,251.77849,2,1,4,n02691156_10151
443,405.95837,225.56249,2,1,4,n02691156_10151
444,395.98568,213.2045,2,1,4,n02691156_10151
445,369.60417,203.5625,2,1,4,n02691156_10151
446,513.5,202.66667,1,2,4,n02691156_10151
447,492.00001,213.83333,2,2,4,n02691156_10151
448,475.46167,232.41882,2,2,4,n02691156_10151
449,472.16667,270.49998,2,2,4,n02691156_10151
450,478.972,281.73064,2,2,4,n02691156_10151
451,500.38936,291.39199,2,2,4,n02691156_10151
452,519.4902,291.13381,2,2,4,n02691156_10151
453,528.17886,284.85684,2,2,4,n02691156_10151
454,539.19022,273.52483,2,2,4,n02691156_10151
455,542.58938,260.87465,2,2,4,n02691156_10151
456,544.94284,236.75183,2,2,4,n02691156_10151
457,538.97469,225.936,2,2,4,n02691156_10151
458,320.40134,207.5,1,3,4,n02691156_10151
459,405.81435,206.2785,2,3,4,n02691156_10151
460,526.00003,187.83336,2,3,4,n02691156_10151
461,611.32138,187.50004,2,3,4,n02691156_10151
462,389.46268,206.35733,1,4,4,n02691156_10151
463,458.23066,239.93067,2,4,4,n02691156_10151
464,514.40131,203.50133,1,5,4,n02691156_10151
465,510.0,204.5,2,5,4,n02691156_10151
466,522.27197,205.17199,2,5,4,n02691156_10151
467,544.16669,224.5,2,5,4,n02691156_10151
468,529.39868,206.784,1,6,4,n02691156_10151
469,604.7,250.49998,2,6,4,n02691156_10151
470,392.59732,284.5,1,7,4,n02691156_10151
471,463.17466,284.5,2,7,4,n02691156_10151
472,456.48666,235.06799,1,8,4,n02691156_10151
473,466.79867,239.49867,2,8,4,n02691156_10151
474,467.83334,285.5,1,9,4,n02691156_10151
475,482.75332,285.06399,2,9,4,n02691156_10151
476,517.66534,296.94266,1,10,4,n02691156_10151
477,558.66266,307.72935,2,10,4,n02691156_10151
478,591.0,309.33336,2,10,4,n02691156_10151
479,326.86133,223.136,1,11,4,n02691156_10151
480,344.83065,232.78399,2,11,4,n02691156_10151
481,328.44666,171.536,1,12,4,n02691156_10151
482,370.66,187.61334,2,12,4,n02691156_10151
483,370.16666,191.10417,1,13,4,n02691156_10151
484,385.51367,200.4785,2,13,4,n02691156_10151
485,292.33334,298.66666,1,14,4,n02691156_10151
486,303.45834,301.47917,2,14,4,n02691156_10151
487,268.99551,300.09549,1,15,4,n02691156_10151
488,261.04666,330.85334,2,15,4,n02691156_10151
489,281.87867,331.72135,2,15,4,n02691156_10151
490,287.99967,353.57851,2,15,4,n02691156_10151
491,271.77468,370.31468,2,15,4,n02691156_10151
492,256.48403,371.69868,2,15,4,n02691156_10151
493,257.80134,356.98401,2,15,4,n02691156_10151
494,268.4,341.66401,2,15,4,n02691156_10151
495,273.64267,338.17883,1,16,4,n02691156_10151
496,280.29998,336.49551,2,16,4,n02691156_10151
497,258.51599,332.616,1,17,4,n02691156_10151
498,252.05716,346.74735,2,17,4,n02691156_10151
499,252.57067,369.95336,2,17,4,n02691156_10151
500,275.99551,345.03833,1,18,4,n02691156_10151
501,287.08404,301.69998,2,18,4,n02691156_10151
502,261.0,299.54266,1,19,4,n02691156_10151
503,258.0,328.65333,2,19,4,n02691156_10151
504,297.836,308.34668,1,20,4,n02691156_10151
505,281.71467,349.41599,2,20,4,n02691156_10151
506,308.48666,305.5,1,21,4,n02691156_10151
507,375.18568,307.49999,2,21,4,n02691156_10151
508,109.39584,215.97917,1,22,4,n02691156_10151
509,33.00134,211.38669,2,22,4,n02691156_10151
510,34.05716,227.2,2,22,4,n02691156_10151
511,39.97066,232.15266,2,22,4,n02691156_10151
512,71.37833,246.13584,2,22,4,n02691156_10151
513,105.468,252.57202,2,22,4,n02691156_10151
514,120.516,247.90134,1,23,4,n02691156_10151
515,119.51734,262.73066,2,23,4,n02691156_10151
516,137.312,273.49736,2,23,4,n02691156_10151
517,148.02083,272.95837,2,23,4,n02691156_10151
518,155.64283,266.1527,2,23,4,n02691156_10151
519,152.59999,248.67468,2,23,4,n02691156_10151
520,152.66617,271.5,1,24,4,n02691156_10151
521,188.16669,272.5,2,24,4,n02691156_10151
522,128.01199,247.5,1,25,4,n02691156_10151
523,148.59984,247.5,2,25,4,n02691156_10151
524,210.66167,158.5045,1,26,4,n02691156_10151
525,231.87849,168.60001,2,26,4,n02691156_10151
526,228.29016,177.44285,2,26,4,n02691156_10151
527,202.52083,165.97917,2,26,4,n02691156_10151
528,272.0625,173.04167,1,27,4,n02691156_10151
529,284.78933,177.89999,2,27,4,n02691156_10151
530,286.96399,184.66401,2,27,4,n02691156_10151
531,280.79999,188.49984,2,27,4,n02691156_10151
532,267.00002,183.02083,2,27,4,n02691156_10151
533,371.21884,301.85266,1,28,4,n02691156_10151
534,427.79999,294.50001,2,28,4,n02691156_10151
535,380.45999,222.14667,1,29,4,n02691156_10151
536,364.7435,227.14267,2,29,4,n02691156_10151
537,355.24817,235.309,2,29,4,n02691156_10151
538,347.65716,246.30449,2,29,4,n02691156_10151
539,345.009,262.32482,2,29,4,n02691156_10151
540,511.9375,222.04167,1,30,4,n02691156_10151
