,Unnamed: 0,x,y,pen,strokeID,sketchID,photoID
76,76,20.03334,26.28133,2,13,0,n02691156_10151
77,77,14.10951,-2.52384,2,13,0,n02691156_10151
78,78,-23.10952,-30.47618,2,13,0,n02691156_10151
79,79,-10.66665,-1.00000000316e-05,2,13,0,n02691156_10151
80,80,67.83332,-8.65064,1,14,0,n02691156_10151
81,81,0.0,4.68401,2,14,0,n02691156_10151
82,82,2.3,-7.20002,1,15,0,n02691156_10151
83,83,-2.3,2.0,2,15,0,n02691156_10151
84,84,4.52083,-2.97916,2,15,0,n02691156_10151
85,85,1.47917,6.67918,2,15,0,n02691156_10151
86,86,-5.2,2.29999,2,15,0,n02691156_10151
87,87,19.2,-11.51467,1,16,0,n02691156_10151
88,88,0.0,3.62934,2,16,0,n02691156_10151
89,89,4.21066,-8.14001,1,17,0,n02691156_10151
90,90,10.52468,-1.853,2,17,0,n02691156_10151
91,91,-0.23534,9.37833,2,17,0,n02691156_10151
92,92,-14.5,-0.97916,2,17,0,n02691156_10151
93,93,28.08533,-13.00483,1,18,0,n02691156_10151
94,94,0.91467,6.82683,2,18,0,n02691156_10151
95,95,2.29999,-11.6955,1,19,0,n02691156_10151
96,96,4.67917,-1.1265,2,19,0,n02691156_10151
97,97,0.0195,10.67783,2,19,0,n02691156_10151
98,98,-6.388,2.79066,2,19,0,n02691156_10151
99,99,23.38934,-17.47332,1,20,0,n02691156_10151
100,100,1.91467,7.19867,2,20,0,n02691156_10151
101,101,3.28665,-11.91333,1,21,0,n02691156_10151
102,102,-3.20132,2.19865,2,21,0,n02691156_10151
103,103,5.43066,-3.084,2,21,0,n02691156_10151
104,104,-1.43066,12.084,2,21,0,n02691156_10151
105,105,18.0,-17.59549,1,22,0,n02691156_10151
106,106,0.0,2.83833,2,22,0,n02691156_10151
107,107,3.0,-8.07617,1,23,0,n02691156_10151
108,108,6.0,-1.86217,2,23,0,n02691156_10151
109,109,0.0,7.9955,2,23,0,n02691156_10151
110,110,-9.22135,3.57834,2,23,0,n02691156_10151
111,111,22.57401,-15.57384,1,24,0,n02691156_10151
112,112,0.48068,0.86217,2,24,0,n02691156_10151
113,113,3.56665,-6.60266,1,25,0,n02691156_10151
114,114,3.60001,-1.15333,2,25,0,n02691156_10151
115,115,-0.02084,8.04766,2,25,0,n02691156_10151
116,116,-6.07899,2.5415,2,25,0,n02691156_10151
117,117,20.09983,-18.39851,1,26,0,n02691156_10151
118,118,0.0,5.39867,2,26,0,n02691156_10151
119,119,2.38934,-9.01067,1,27,0,n02691156_10151
120,120,2.5535,10.6535,2,27,0,n02691156_10151
121,121,-3.44284,0.35716,2,27,0,n02691156_10151
122,122,17.5,-14.30448,1,28,0,n02691156_10151
123,123,0.0,0.89017,2,28,0,n02691156_10151
124,124,4.16666,-9.41901,1,29,0,n02691156_10151
125,125,-3.16666,0.83333,2,29,0,n02691156_10151
126,126,5.71466,-1.08533,2,29,0,n02691156_10151
127,127,-0.2355,9.0645,2,29,0,n02691156_10151
128,128,-4.47915,-0.8125,2,29,0,n02691156_10151
129,129,19.49999,-14.66667,1,30,0,n02691156_10151
130,130,0.5,2.73384,2,30,0,n02691156_10151
131,131,3.34732,-7.88116,1,31,0,n02691156_10151
132,132,4.94284,-1.94284,2,31,0,n02691156_10151
133,133,0.70984,7.38884,2,31,0,n02691156_10151
134,134,-6.19601,1.20132,2,31,0,n02691156_10151
135,135,19.19601,-11.30449,1,32,0,n02691156_10151
136,136,0.0,6.8325,2,32,0,n02691156_10151
137,137,2.63599,-11.564,1,33,0,n02691156_10151
138,138,9.364,-1.964,2,33,0,n02691156_10151
139,139,-1.7045,7.05267,2,33,0,n02691156_10151
140,140,-11.81018,5.66201,2,33,0,n02691156_10151
141,141,-135.48665,100.08666,1,34,0,n02691156_10151
142,142,-18.83199,14.19866,2,34,0,n02691156_10151
143,143,-25.87117,-7.0045,1,35,0,n02691156_10151
144,144,1.31517,-1.02084,2,35,0,n02691156_10151
145,145,36.84767,-9.97467,1,36,0,n02691156_10151
146,146,-38.25835,10.0,2,36,0,n02691156_10151
147,147,-3.54733,1.64734,1,37,0,n02691156_10151
148,148,-6.974,1.574,2,37,0,n02691156_10151
149,149,-0.17866,-0.22134,1,38,0,n02691156_10151
150,150,-7.80001,1.0,2,38,0,n02691156_10151
151,151,72.1715,-13.24283,1,39,0,n02691156_10151
152,152,8.81952,3.89017,2,39,0,n02691156_10151
153,153,-19.29102,-5.222,1,40,0,n02691156_10151
154,154,22.25268,3.51749,2,40,0,n02691156_10151
155,155,-49.05266,14.05717,1,41,0,n02691156_10151
156,156,25.10002,10.0,2,41,0,n02691156_10151
157,157,-132.98403,-22.79999,1,42,0,n02691156_10151
158,158,-1.716,2.79999,2,42,0,n02691156_10151
159,159,-11.02083,13.5,1,43,0,n02691156_10151
160,160,0.96815,14.85266,2,43,0,n02691156_10151
161,161,9.33667,3.56336,2,43,0,n02691156_10151
162,162,-11.28399,-6.31601,1,44,0,n02691156_10151
163,163,0.0,-3.60001,2,44,0,n02691156_10151
164,164,4.7045,8.99552,2,44,0,n02691156_10151
165,165,11.64366,3.94733,2,44,0,n02691156_10151
166,166,-10.32732,-10.42199,2,44,0,n02691156_10151
167,167,-4.0,0.97916,2,44,0,n02691156_10151
168,168,334.13436,151.88889,1,0,1,n02691156_10151
169,169,-82.31782,-7.96401,2,0,1,n02691156_10151
170,170,-143.58801,1.16536,2,0,1,n02691156_10151
171,171,-22.63065,13.48532,2,0,1,n02691156_10151
172,172,-26.88534,36.17066,2,0,1,n02691156_10151
173,173,-9.43599,32.68534,2,0,1,n02691156_10151
174,174,1.40532,26.85732,2,0,1,n02691156_10151
175,175,17.766,18.90451,2,0,1,n02691156_10151
176,176,74.38201,28.36218,2,0,1,n02691156_10151
177,177,39.59983,5.21183,2,0,1,n02691156_10151
178,178,82.40019,1.22949,2,0,1,n02691156_10151
179,179,94.43197,16.80666,2,0,1,n02691156_10151
180,180,44.56804,0.08533,2,0,1,n02691156_10151
181,181,-64.45839,-174.99999,1,1,1,n02691156_10151
182,182,51.28233,0.0,2,1,1,n02691156_10151
183,183,40.69682,2.52083,1,2,1,n02691156_10151
184,184,121.93719,37.90082,2,2,1,n02691156_10151
185,185,53.742,22.77834,2,2,1,n02691156_10151
186,186,6.63335,16.63333,2,2,1,n02691156_10151
187,187,3.16663,68.76398,2,2,1,n02691156_10151
188,188,-210.02931,25.31869,1,3,1,n02691156_10151
189,189,174.91865,-3.00129,2,3,1,n02691156_10151
190,190,24.11065,-10.67184,2,3,1,n02691156_10151
191,191,-373.99998,3.25714,1,4,1,n02691156_10151
192,192,-7.20065,28.31499,2,4,1,n02691156_10151
193,193,-16.7785,23.70583,2,4,1,n02691156_10151
194,194,5.27648,20.01783,2,4,1,n02691156_10151
195,195,5.27416,8.905,2,4,1,n02691156_10151
196,196,13.74718,8.27368,2,4,1,n02691156_10151
197,197,42.21333,2.02533,2,4,1,n02691156_10151
198,198,0.04386,-15.40518,2,4,1,n02691156_10151
199,199,-22.81952,-21.87582,2,4,1,n02691156_10151
200,200,-19.92299,-7.46167,2,4,1,n02691156_10151
201,201,-25.33334,1.99999,2,4,1,n02691156_10151
202,202,-64.25717,-56.59098,1,5,1,n02691156_10151
203,203,-28.46417,41.34818,2,5,1,n02691156_10151
204,204,-24.77866,8.90949,2,5,1,n02691156_10151
205,205,-10.94667,16.616,2,5,1,n02691156_10151
206,206,3.036,17.656,2,5,1,n02691156_10151
207,207,14.41967,15.59967,2,5,1,n02691156_10151
208,208,23.83466,1.37216,2,5,1,n02691156_10151
209,209,14.48968,-8.57715,2,5,1,n02691156_10151
210,210,-0.69067,-29.96666,2,5,1,n02691156_10151
211,211,-23.08532,-20.39599,2,5,1,n02691156_10151
212,212,50.59082,-40.21353,1,6,1,n02691156_10151
213,213,-32.74817,50.12134,2,6,1,n02691156_10151
214,214,127.59999,-38.37851,1,7,1,n02691156_10151
215,215,-11.784,41.41599,2,7,1,n02691156_10151
216,216,-150.91466,-147.83199,1,8,1,n02691156_10151
217,217,38.32366,15.37432,2,8,1,n02691156_10151
218,218,103.25635,16.77232,2,8,1,n02691156_10151
219,219,43.47602,1.484,2,8,1,n02691156_10151
220,220,6.05734,-24.11334,2,8,1,n02691156_10151
221,221,-1.20134,-49.516,2,8,1,n02691156_10151
222,222,-86.71333,-11.5645,2,8,1,n02691156_10151
223,223,-62.52135,-1.07784,2,8,1,n02691156_10151
224,224,-42.10718,21.6525,2,8,1,n02691156_10151
225,225,-3.3715,29.591,2,8,1,n02691156_10151
226,226,251.39999,109.31354,1,9,1,n02691156_10151
227,227,-34.03751,3.70002,2,9,1,n02691156_10151
228,228,-13.10616,12.858,2,9,1,n02691156_10151
229,229,-4.11235,28.56468,2,9,1,n02691156_10151
230,230,10.71201,30.04398,2,9,1,n02691156_10151
231,231,20.40918,27.85434,2,9,1,n02691156_10151
232,232,13.12149,10.28168,2,9,1,n02691156_10151
233,233,25.87066,10.29017,2,9,1,n02691156_10151
234,234,48.57801,6.40701,2,9,1,n02691156_10151
235,235,48.07067,-3.81336,2,9,1,n02691156_10151
236,236,25.30764,-11.56534,2,9,1,n02691156_10151
237,237,11.84317,-12.09934,2,9,1,n02691156_10151
238,238,4.88598,-24.05497,2,9,1,n02691156_10151
239,239,-8.59015,-78.15784,2,9,1,n02691156_10151
240,240,-82.05713,37.40081,1,10,1,n02691156_10151
241,241,-22.1035,-14.23117,2,10,1,n02691156_10151
242,242,-13.48267,1.55065,2,10,1,n02691156_10151
243,243,-17.58432,14.63732,2,10,1,n02691156_10151
244,244,-8.97302,18.90668,2,10,1,n02691156_10151
245,245,1.97302,19.86417,2,10,1,n02691156_10151
246,246,13.41666,17.97916,2,10,1,n02691156_10151
247,247,11.45434,6.89002,2,10,1,n02691156_10151
248,248,21.27482,0.98499,2,10,1,n02691156_10151
249,249,8.57852,-7.86899,2,10,1,n02691156_10151
250,250,0.58,-27.07598,2,10,1,n02691156_10151
251,251,-15.92932,-37.32579,2,10,1,n02691156_10151
252,252,-53.32938,36.74847,2,10,1,n02691156_10151
253,253,-13.82532,14.94135,2,10,1,n02691156_10151
254,254,-2.06,8.11868,2,10,1,n02691156_10151
255,255,26.54796,-14.28767,2,10,1,n02691156_10151
256,256,20.61483,-26.63713,2,10,1,n02691156_10151
257,257,164.21137,168.38641,1,0,2,n02691156_10151
258,258,-40.70001,18.90317,2,0,2,n02691156_10151
259,259,-4.9955,4.50583,2,0,2,n02691156_10151
260,260,-1.00316,15.4955,2,0,2,n02691156_10151
261,261,6.5195,9.77917,2,0,2,n02691156_10151
262,262,22.77915,13.96367,2,0,2,n02691156_10151
263,263,29.31067,9.04651,2,0,2,n02691156_10151
264,264,50.07598,2.096,2,0,2,n02691156_10151
265,265,145.86064,20.85756,2,0,2,n02691156_10151
266,266,121.67403,4.05701,2,0,2,n02691156_10151
267,267,47.86263,-72.71582,2,0,2,n02691156_10151
268,268,-3.58399,-4.284,2,0,2,n02691156_10151
269,269,-22.79547,-2.99999,2,0,2,n02691156_10151
270,270,-26.7405,26.56402,2,0,2,n02691156_10151
271,271,-19.364,9.43601,2,0,2,n02691156_10151
272,272,-74.20132,-13.0,2,0,2,n02691156_10151
273,273,-103.15583,-30.64734,2,0,2,n02691156_10151
274,274,-62.35755,-13.26733,2,0,2,n02691156_10151
275,275,-63.08399,-4.08402,2,0,2,n02691156_10151
276,276,-14.02267,9.87733,2,0,2,n02691156_10151
277,277,-10.1786,4.12122,1,1,2,n02691156_10151
278,278,45.09999,1.05716,2,1,2,n02691156_10151
279,279,64.81467,11.65883,2,1,2,n02691156_10151
280,280,-67.51467,-19.71599,1,2,2,n02691156_10151
281,281,-0.01067,4.42534,2,2,2,n02691156_10151
282,282,44.01067,-0.02667,1,3,2,n02691156_10151
283,283,0.0,5.30133,2,3,2,n02691156_10151
284,284,51.59999,13.3,1,4,2,n02691156_10151
285,285,132.09552,6.00002,2,4,2,n02691156_10151
286,286,154.30465,0.44283,2,4,2,n02691156_10151
287,287,9.99981,16.55718,2,4,2,n02691156_10151
288,288,-90.66667,0.0,2,4,2,n02691156_10151
289,289,-113.27203,7.00001,2,4,2,n02691156_10151
290,290,-26.54532,-0.284,2,4,2,n02691156_10151
291,291,-44.51601,-12.216,2,4,2,n02691156_10151
292,292,-29.19998,-12.784,2,4,2,n02691156_10151
293,293,-2.716,-2.43201,2,4,2,n02691156_10151
294,294,9.31602,-2.284,2,4,2,n02691156_10151
295,295,265.94735,11.99997,1,5,2,n02691156_10151
296,296,-58.18067,4.00001,2,5,2,n02691156_10151
297,297,-147.86667,-2.0,2,5,2,n02691156_10151
298,298,154.26402,-8.00001,1,6,2,n02691156_10151
299,299,54.23597,0.0,2,6,2,n02691156_10151
300,300,-128.39549,22.0,1,7,2,n02691156_10151
301,301,114.42619,-2.00001,2,7,2,n02691156_10151
302,302,-350.86668,3.57467,1,8,2,n02691156_10151
303,303,-37.95335,44.03598,2,8,2,n02691156_10151
304,304,-5.01066,10.98935,2,8,2,n02691156_10151
305,305,0.00450000000001,10.69998,2,8,2,n02691156_10151
306,306,6.29551,6.70002,2,8,2,n02691156_10151
307,307,17.416,-2.08401,2,8,2,n02691156_10151
308,308,1.27949,-20.21149,2,8,2,n02691156_10151
309,309,-9.3955,-10.70449,2,8,2,n02691156_10151
310,310,7.04285,-1.7045,1,9,2,n02691156_10151
311,311,22.85717,-34.2955,2,9,2,n02691156_10151
312,312,-39.50001,50.0,1,10,2,n02691156_10151
313,313,0.00450000000001,5.29551,2,10,2,n02691156_10151
314,314,7.57017,0.66849,2,10,2,n02691156_10151
315,315,0.42534,-7.76398,2,10,2,n02691156_10151
316,316,14.13866,-49.80003,1,11,2,n02691156_10151
317,317,-13.89567,18.04299,2,11,2,n02691156_10151
318,318,-2.04433,9.55701,2,11,2,n02691156_10151
319,319,-21.36534,11.83334,2,11,2,n02691156_10151
320,320,-1.748,17.88131,2,11,2,n02691156_10151
321,321,11.11335,6.28534,2,11,2,n02691156_10151
322,322,25.50132,-51.99998,1,12,2,n02691156_10151
323,323,5.7,3.0,2,12,2,n02691156_10151
324,324,2.68533,-5.71466,1,13,2,n02691156_10151
325,325,-4.12133,11.31466,2,13,2,n02691156_10151
326,326,-6.528,3.43599,2,13,2,n02691156_10151
327,327,10.564,-19.43598,1,14,2,n02691156_10151
328,328,-10.8785,19.6215,2,14,2,n02691156_10151
329,329,177.96384,6.2945,1,15,2,n02691156_10151
330,330,3.62933,12.39867,2,15,2,n02691156_10151
331,331,-9.74002,2.69599,2,15,2,n02691156_10151
332,332,-1.32733,23.09383,2,15,2,n02691156_10151
333,333,8.15268,4.29416,2,15,2,n02691156_10151
334,334,11.2,-2.884,2,15,2,n02691156_10151
335,335,2.35269,-19.81467,2,15,2,n02691156_10151
336,336,-9.95267,-8.29999,2,15,2,n02691156_10151
337,337,-6.40004,10.60001,1,16,2,n02691156_10151
338,338,0.20001,12.31598,2,16,2,n02691156_10151
339,339,7.22534,0.10934,2,16,2,n02691156_10151
340,340,-1.42536,-17.02533,2,16,2,n02691156_10151
341,341,-10.56399,-13.58932,1,17,2,n02691156_10151
342,342,0.95334,4.57865,2,17,2,n02691156_10151
343,343,-10.03216,6.7107,2,17,2,n02691156_10151
344,344,-1.35718,7.64731,2,17,2,n02691156_10151
345,345,0.0,13.3527,2,17,2,n02691156_10151
346,346,7.40002,2.29999,2,17,2,n02691156_10151
347,347,-57.01068,-42.56403,1,18,2,n02691156_10151
348,348,32.61066,28.56401,2,18,2,n02691156_10151
349,349,14.40002,-2.0,2,18,2,n02691156_10151
350,350,0.79865,-14.79869,1,19,2,n02691156_10151
351,351,1.80134,8.388,2,19,2,n02691156_10151
352,352,193.00451,-35.89382,1,20,2,n02691156_10151
353,353,-9.28851,19.2205,2,20,2,n02691156_10151
354,354,-3.41599,-25.616,1,21,2,n02691156_10151
355,355,25.08933,10.67467,2,21,2,n02691156_10151
356,356,2.17469,19.98932,2,21,2,n02691156_10151
357,357,-32.21219,-8.96849,2,21,2,n02691156_10151
358,358,-14.06651,-21.27949,2,21,2,n02691156_10151
359,359,4.2355,-5.69518,2,21,2,n02691156_10151
360,360,14.53636,4.62651,2,21,2,n02691156_10151
361,361,460.30933,205.99733,1,0,3,n02691156_10151
362,362,-48.27182,-15.29732,2,0,3,n02691156_10151
363,363,-99.98001,-12.14282,2,0,3,n02691156_10151
364,364,-30.3148,-10.49582,2,0,3,n02691156_10151
365,365,-55.86002,-1.06135,2,0,3,n02691156_10151
366,366,-9.36934,-2.00000000063e-05,1,1,3,n02691156_10151
367,367,-85.34665,0.16667,2,1,3,n02691156_10151
368,368,-17.33334,7.16666,2,1,3,n02691156_10151
369,369,-29.81251,26.18751,2,1,3,n02691156_10151
370,370,-13.35416,31.47918,2,1,3,n02691156_10151
371,371,-17.66666,21.83333,2,1,3,n02691156_10151
372,372,0.44283,13.24534,2,1,3,n02691156_10151
373,373,13.66168,15.96867,2,1,3,n02691156_10151
374,374,23.73151,11.55267,2,1,3,n02691156_10151
375,375,47.33067,9.23333,2,1,3,n02691156_10151
376,376,86.875,9.1458,2,1,3,n02691156_10151
377,377,152.18773,4.02085,2,1,3,n02691156_10151
378,378,-42.2711,-68.91668,1,2,3,n02691156_10151
379,379,-18.15168,28.23935,2,2,3,n02691156_10151
380,380,-2.94535,43.13867,2,2,3,n02691156_10151
381,381,6.10266,16.58801,2,2,3,n02691156_10151
382,382,-5.44316,-36.61186,2,2,3,n02691156_10151
383,383,0.52082,-33.31248,2,2,3,n02691156_10151
384,384,7.55702,-17.15298,2,2,3,n02691156_10151
385,385,10.00134,-9.972,2,2,3,n02691156_10151
386,386,10.37914,7.0,2,2,3,n02691156_10151
387,387,5.1355,12.29069,2,2,3,n02691156_10151
388,388,1.71869,49.376,2,2,3,n02691156_10151
389,389,-13.63331,31.00468,2,2,3,n02691156_10151
390,390,-12.19866,9.84466,2,2,3,n02691156_10151
391,391,7.49866,-6.51599,2,2,3,n02691156_10151
392,392,84.61863,2.74398,2,2,3,n02691156_10151
393,393,32.17685,-13.74848,2,2,3,n02691156_10151
394,394,17.58301,-15.09568,2,2,3,n02691156_10151
395,395,-0.24017,-13.15702,2,2,3,n02691156_10151
396,396,-6.42367,-14.26018,2,2,3,n02691156_10151
397,397,-13.58798,-12.08267,2,2,3,n02691156_10151
398,398,-90.1227,-31.81065,2,2,3,n02691156_10151
399,399,121.30953,-38.58938,1,3,3,n02691156_10151
400,400,37.32932,-1.36166,2,3,3,n02691156_10151
401,401,17.04651,-7.27435,2,3,3,n02691156_10151
402,402,29.01067,-34.51733,2,3,3,n02691156_10151
403,403,17.6853,-11.56267,2,3,3,n02691156_10151
404,404,20.54004,-1.30934,2,3,3,n02691156_10151
405,405,6.96398,7.42533,2,3,3,n02691156_10151
406,406,1.61066,12.1,2,3,3,n02691156_10151
407,407,-133.66683,147.50002,1,4,3,n02691156_10151
408,408,110.36231,0.0,2,4,3,n02691156_10151
409,409,-213.62098,-67.9955,1,5,3,n02691156_10151
410,410,145.74499,23.64285,2,5,3,n02691156_10151
411,411,-133.64864,63.35265,1,6,3,n02691156_10151
412,412,192.47853,30.236,2,6,3,n02691156_10151
413,413,32.18396,9.43066,2,6,3,n02691156_10151
414,414,-35.8288,-1.37115,2,6,3,n02691156_10151
415,415,-58.52919,-101.29551,1,7,3,n02691156_10151
416,416,24.70215,1.06699,2,7,3,n02691156_10151
417,417,42.31452,9.93301,2,7,3,n02691156_10151
418,418,-484.45067,-58.0,1,8,3,n02691156_10151
419,419,53.79198,-0.33333,2,8,3,n02691156_10151
420,420,-5.12132,-44.58134,2,8,3,n02691156_10151
421,421,333.0,178.0,1,0,4,n02691156_10151
422,422,-30.40267,-15.29999,2,0,4,n02691156_10151
423,423,-35.90131,-10.0,2,0,4,n02691156_10151
424,424,-84.54868,-12.14285,2,0,4,n02691156_10151
425,425,-42.33667,2.34284,2,0,4,n02691156_10151
426,426,-20.808,11.48402,2,0,4,n02691156_10151
427,427,-15.20266,15.08534,2,0,4,n02691156_10151
428,428,-1.72801,12.87733,2,0,4,n02691156_10151
429,429,7.09466,17.15333,2,0,4,n02691156_10151
430,430,25.74801,33.82668,2,0,4,n02691156_10151
431,431,18.62399,14.37332,2,0,4,n02691156_10151
432,432,59.95233,30.39101,2,0,4,n02691156_10151
433,433,76.00767,21.69033,2,0,4,n02691156_10151
434,434,78.19735,-91.37735,1,1,4,n02691156_10151
435,435,-16.67718,16.896,2,1,4,n02691156_10151
436,436,-6.30899,17.29465,2,1,4,n02691156_10151
437,437,4.11551,34.08401,2,1,4,n02691156_10151
438,438,9.79999,8.81064,2,1,4,n02691156_10151
439,439,23.89201,0.00801999999999,2,1,4,n02691156_10151
440,440,14.46833,-6.34017,2,1,4,n02691156_10151
441,441,4.13168,-6.45984,2,1,4,n02691156_10151
442,442,5.76117,-20.91883,2,1,4,n02691156_10151
443,443,-0.92016,-26.216,2,1,4,n02691156_10151
444,444,-9.97269,-12.35799,2,1,4,n02691156_10151
445,445,-26.38151,-9.642,2,1,4,n02691156_10151
446,446,143.89583,-0.89583,1,2,4,n02691156_10151
447,447,-21.49999,11.16666,2,2,4,n02691156_10151
448,448,-16.53834,18.58549,2,2,4,n02691156_10151
449,449,-3.295,38.08116,2,2,4,n02691156_10151
450,450,6.80533,11.23066,2,2,4,n02691156_10151
451,451,21.41736,9.66135,2,2,4,n02691156_10151
452,452,19.10084,-0.25818,2,2,4,n02691156_10151
453,453,8.68866,-6.27697,2,2,4,n02691156_10151
454,454,11.01136,-11.33201,2,2,4,n02691156_10151
455,455,3.39916,-12.65018,2,2,4,n02691156_10151
456,456,2.35346,-24.12282,2,2,4,n02691156_10151
457,457,-5.96815,-10.81583,2,2,4,n02691156_10151
458,458,-218.57335,-18.436,1,3,4,n02691156_10151
459,459,85.41301,-1.2215,2,3,4,n02691156_10151
460,460,120.18568,-18.44514,2,3,4,n02691156_10151
461,461,85.32135,-0.33332,2,3,4,n02691156_10151
462,462,-221.8587,18.85729,1,4,4,n02691156_10151
463,463,68.76798,33.57334,2,4,4,n02691156_10151
464,464,56.17065,-36.42934,1,5,4,n02691156_10151
465,465,-4.40131,0.99867,2,5,4,n02691156_10151
466,466,12.27197,0.67199,2,5,4,n02691156_10151
467,467,21.89472,19.32801,2,5,4,n02691156_10151
468,468,-14.76801,-17.716,1,6,4,n02691156_10151
469,469,75.30132,43.71598,2,6,4,n02691156_10151
470,470,-212.10268,34.00002,1,7,4,n02691156_10151
471,471,70.57734,0.0,2,7,4,n02691156_10151
472,472,-6.688,-49.43201,1,8,4,n02691156_10151
473,473,10.31201,4.43068,2,8,4,n02691156_10151
474,474,1.03467,46.00133,1,9,4,n02691156_10151
475,475,14.91998,-0.43601,2,9,4,n02691156_10151
476,476,34.91202,11.87867,1,10,4,n02691156_10151
477,477,40.99732,10.78669,2,10,4,n02691156_10151
478,478,32.33734,1.60401,2,10,4,n02691156_10151
479,479,-264.13867,-86.19736,1,11,4,n02691156_10151
480,480,17.96932,9.64799,2,11,4,n02691156_10151
481,481,-16.38399,-61.24799,1,12,4,n02691156_10151
482,482,42.21334,16.07734,2,12,4,n02691156_10151
483,483,-0.49334,3.49083,1,13,4,n02691156_10151
484,484,15.34701,9.37433,2,13,4,n02691156_10151
485,485,-93.18033,98.18816,1,14,4,n02691156_10151
